Issue Type,Priority,Issue key,Issue id,Summary,Assignee,Reporter,Status,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Custom field (Found in Build),Created,Resolution
Defect,3 - Medium,PLAT-22770,22490983,Transaction Date time-zone offset in Cross Filter section,Pnolan,adam.bullock,New,8.1,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,, 7.5.0.12 ,19/Jul/2019 04:25 PM,
Defect,3 - Medium,PLAT-22725,22491573,CLONE - TSS Bundle1 R1.2: Seperate value is displayed in Parsed fields for repetative tags like 95 and 93.,AHMTalib,shruti.x.bansal,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6.0.5,29/Jul/2019 07:53 AM,
Defect,3 - Medium,PLAT-22726,22491616,Combination profiles calculate values when the 'for every' condition isn't true,EBaggott,lukasz.pacan,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.6.0.4,29/Jul/2019 01:04 PM,
Defect,3 - Medium,PLAT-22727,22491619,Unable to export Queuing and Routing for specific domain using ImportExportUtil,Pnolan,miloszczajkowski,New,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.7.0.8,29/Jul/2019 01:32 PM,
Defect,3 - Medium,PLAT-22729,22491719,Can not set path for SMBD process.log log file.,TMurphy,zbyszko.nowak,New,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,Other,,,,,2.0.0.6/7,30/Jul/2019 12:17 PM,
Defect,3 - Medium,PLAT-22731,22491905,7.7 Audit Log Search screen performance issue,Pnolan,deepak.kulkarni,New,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.7.0.2 ,31/Jul/2019 08:42 AM,
Defect,3 - Medium,PLAT-22745,22492193,Acquisition Progress monitor - data format mismatch,TMurphy,DKnyazev,New,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Batch Bridge,,,,,"Apps 4.9, Core version 7.7.0.7",02/Aug/2019 04:18 PM,
Defect,3 - Medium,PLAT-22739,22492214,FLTS component missing FLTS_WAIT and FLTS_FNL,AManayangath,andylim,New,,,,,,,,,,,,,,,,,,,,,,,7.0.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.0.1.5,05/Aug/2019 07:51 AM,
Defect,3 - Medium,PLAT-22742,22492294,CLONE - Get Next Alert - Screen Error ,AHMTalib,harika.kurada,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.4.0.14,06/Aug/2019 06:21 AM,
Defect,3 - Medium,PLAT-22747,22492486,WLM module transliteration bug,kslawinski,kslawinski,Resolved,8.1,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.0.0.2,07/Aug/2019 02:33 PM,Fixed
Defect,3 - Medium,PLAT-22758,22493450,CLONE - Problems to access the variable with the same name in an array/list in a JSON message,Pnolan,maartentreunen,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.4,8.0,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,7.4.0.11,19/Aug/2019 12:40 PM,
Defect,3 - Medium,PLAT-22759,22493464,[RZB-293] - Import of Worldcheck Premium file failed,EFitzgerald,rpillai,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2,19/Aug/2019 02:42 PM,
Defect,3 - Medium,PLAT-22760,22493473,RestJsonWorkflowAction org.springframework.dao.DataIntegrityViolationException,Pnolan,ADuggan,New,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,8.0.0.2,19/Aug/2019 04:36 PM,
Defect,3 - Medium,PLAT-22767,22493959,( GI_2.0.0.2) 'AND' in subject's name converting to '&&' if entered in caps (GI,Pnolan,ADuggan,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.6.0.7,23/Aug/2019 11:13 AM,
Defect,3 - Medium,PLAT-22771,22494540,CLONE - History/Back link and screen edit link errors when URL encryption is disabled,Pnolan,sandeephari,Assigned,8.0.1,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.0.1.3,29/Aug/2019 02:54 PM,
Defect,3 - Medium,PLAT-22775,22494922,CLONE - TSS Bundle1 R1.2: When suspicious data is given tag95 of last section Complete SWIFT Message is not highlighted.,AHMTalib,shernia.devarajan,New,8.1,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6.0.5,04/Sep/2019 04:48 AM,
Defect,3 - Medium,PLAT-22778,22495047,CLONE - [Regression][Screen 8.0.1.4] Tooltips for Filters and Views displays codes.,Pnolan,vysakhsomaraj,New,8.0.1,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.0.1.4,05/Sep/2019 08:49 AM,
Defect,3 - Medium,PLAT-22784,22495251,CLONE - [NAB Sanctions Project] - Transaction Filtering MIS Alerts Report - Alert Date and Creation Date are having different values in the exported report,Pnolan,greeshma.allipilli,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.6.0.5,09/Sep/2019 12:30 AM,
Defect,3 - Medium,PLAT-22783,22495370,(ISM-67) Penetration Testing Vulnerability: Improper Error Handling ,Pnolan,fionagouw,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,Base Platform,Workflow Configurator,,,7.2.1.47,10/Sep/2019 09:29 AM,
Defect,3 - Medium,PLAT-22785,22495619,CLONE - Drop Down filter doesn't retain the value after page reload,TRomano,manojsamikannu,New,7.6,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.0.1.2,11/Sep/2019 08:32 AM,
Defect,3 - Medium,PLAT-22787,22495901,[NAB SWIFT 2019] SVBY Field in 83J Tag is not parsed by GeneralOptionJFieldExtensionTransformer,spattabiraman,spattabiraman,Resolved,8.1,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6.0.5,13/Sep/2019 07:00 AM,Fixed
Defect,3 - Medium,PLAT-22789,22496129,[NAB SWIFT 2019] NOSI Field in 53J Tag is not parsed by GeneralOptionJFieldExtensionTransformer,spattabiraman,spattabiraman,Resolved,8.1,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6.0.5,16/Sep/2019 03:05 AM,Fixed
Defect,3 - Medium,PLAT-22790,22496198,CLONE - Menu items inconsistent behavior,Pnolan,sandeephari,New,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.0.1.3,16/Sep/2019 01:38 PM,
Defect,3 - Medium,PLAT-22794,22496412,CLONE - [SWIFT-773] SR-19 - System Testing - Current Mode - The parsing of the fields in MT300 via Batch Upload is incomplete,EFitzgerald,greeshma.allipilli,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.6.0.5,18/Sep/2019 07:27 AM,
Defect,3 - Medium,PLAT-22796,22496479,P&C: Unable to perform Export Operation,ADuggan,Pnolan,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.6,18/Sep/2019 02:18 PM,
Defect,3 - Medium,PLAT-22798,22496635,CLONE - Summary View Export - Resource Keys,Pnolan,harika.kurada,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,7.4.0.14,20/Sep/2019 07:50 AM,
Defect,3 - Medium,PLAT-22799,22496645,[ANZ SWIFT 2019] Parsing Exception on tag 92J,AHMTalib,AHMTalib,Resolved,8.1,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.7.0.2,20/Sep/2019 09:03 AM,Fixed
Defect,3 - Medium,PLAT-22800,22496806,Information Leak Issue in NetReveal v7.4,Pnolan,thayamaheasuran,New,8.1,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.4.0.0,23/Sep/2019 07:00 AM,
Defect,3 - Medium,PLAT-22805,22497258,WLM Standard list Import - No filter indexes are not rebuilt automatically,AManayangath,KGudivada,New,8.1,,,,,,,,,,,,,,,,,,,,,,7.6,7.7,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.7.0.7,25/Sep/2019 12:06 PM,
Defect,3 - Medium,PLAT-22806,22497317,Match Exclusion not working when match term to be excluded and similar match term are in the same field,BPrincen,sangarganesan,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6.0.5,26/Sep/2019 02:44 AM,
Defect,3 - Medium,PLAT-22841,22498378,harcoded tooltips name on the system screens,KYadav,weronika.witek,New,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,4.9.0.0.,07/Oct/2019 10:40 AM,
Defect,3 - Medium,PLAT-22815,22498808,CLONE - 663: PEN Test: Cross-Site Scripting (Stored),Pnolan,surenbabu.kakarla,Assigned,8.1,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.6.0.10,09/Oct/2019 04:20 AM,
Defect,3 - Medium,PLAT-22822,22499257,Interactive List sections display issue,Pnolan,milosz.pilat,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.5.0.5,11/Oct/2019 01:39 PM,
Defect,3 - Medium,PLAT-22823,22499737,P&C: Failing to synchronise across new LDAP users to EIM,Pnolan,Pnolan,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.6.0.9,15/Oct/2019 05:52 PM,
Defect,3 - Medium,PLAT-22824,22499781,"CLONE - ""StringIndexOutOfBoundsException: String index out of range: 6"" when importing WLM SP (PIR) configuration",AManayangath,kslawinski,Need More Info,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,APPS 5.0.1,16/Oct/2019 10:41 AM,
Defect,3 - Medium,PLAT-22827,22499911,CDD risk model validation function does not report missing level transition,EBaggott,kslawinski,New,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,CDD,,,,,Apps 5.0.1 on core 8.0.1.4,17/Oct/2019 01:04 PM,
Defect,3 - Medium,PLAT-22831,22500026,[HSBCUS-220] - Reflected Cross site scripting (XSS),Pnolan,niallconnolly,New,,,,,,,,,,,,,,,,,,,,,,,6.1.2,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,6.1.2.96,18/Oct/2019 07:57 PM,
Defect,3 - Medium,PLAT-22834,22500517,NFUM: Issues when re-enabling a users account ,christinacorrigan,Pnolan,New,,,,,,,,,,,,,,,,,,,,,,,7.0.1,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.0.1.1,22/Oct/2019 05:12 PM,
Defect,3 - Medium,PLAT-22838,22500874,CLONE - GELHarmony Phase2 RT Message Header ,Pnolan,manojsamikannu,Assigned,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.0.1.5,25/Oct/2019 10:22 AM,
Defect,3 - Medium,PLAT-22839,22500877,Issue with C&C Graphs,Pnolan,LChandrasekaran,New,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,5.0.1,25/Oct/2019 10:25 AM,
Defect,3 - Medium,PLAT-22840,22500927,Hastings: EIM change question,Pnolan,Pnolan,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.6.0.0,25/Oct/2019 02:58 PM,
Defect,3 - Medium,PLAT-22843,22501123,Workflow Rules are not cluster-aware,Pnolan,IKhalili,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.5.0.12,29/Oct/2019 10:19 AM,
Defect,3 - Medium,PLAT-22847,22501279,Unexpected UPDATES on LIST_FILTER_CONDITION (Causing Oracle Deadlock),kelly.yeung,kelly.yeung,Resolved,8.1,,,,,,,,,,,,,,,,,,,,,,6.5.1,8.1,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6.0.5,30/Oct/2019 02:53 PM,Fixed
Defect,3 - Medium,PLAT-22856,22501578,Export to csv using workflow action code not completing ,Pnolan,miriam.smith,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,N/A,04/Nov/2019 11:22 AM,
Defect,3 - Medium,PLAT-22859,22502125,[CRISP-75] - warning in FLTS,HSong,rpillai,Under Analysis,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2,06/Nov/2019 03:27 PM,
Defect,3 - Medium,PLAT-22860,22502137,CLONE - Zions Upgrade:Saving Filtering Condition on Negative New Group getting error,AManayangath,niravpota,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.7,8.0,8.1,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.7.0.8,06/Nov/2019 06:48 PM,
Defect,3 - Medium,PLAT-22870,22502178,CLONE - 386: menu bar is running out from screen when we click on space button,Pnolan,surenbabu.kakarla,New,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.6.0.10,07/Nov/2019 08:56 AM,
Defect,3 - Medium,PLAT-22863,22502196,CLONE - WLM - Locking in Sanction and PEP Screening alerts,Pnolan,eugene.yeohock,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6.0.10,07/Nov/2019 10:40 AM,
Defect,3 - Medium,PLAT-22865,22502520,AML Default Page Removal,Pnolan,balasekaraiadurai,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Other,,,,,N/A,11/Nov/2019 10:16 PM,
Defect,3 - Medium,PLAT-22868,22502779,"Hastings ""Export to CSV"" breaks Close Alert workflow",agnieszkatomaszewska,ijsbrandhoek,New,8.0,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Other,,,,,N/A,13/Nov/2019 05:11 PM,
Defect,3 - Medium,PLAT-22874,22502923,"[FCENG-12002] P&C 3.1 Matching Alerts ""Total Reserves"" is blank on some ""Personal Motor"" alerts",agnieszkatomaszewska,ijsbrandhoek,Assigned,N/A,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,P&C,,,,,P&C 3.1.14.6,15/Nov/2019 10:45 AM,
Defect,3 - Medium,PLAT-22875,22502954,CLONE - Error while opening SM processing model (SM DUX),josephwilliams,sandeephari,New,8.0.1,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,8.0.0.2,15/Nov/2019 03:55 PM,
Defect,3 - Medium,PLAT-22880,22503392,WLM List Query data search for Subjects_DS not working,EFitzgerald,KOReilly,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6.0.13,20/Nov/2019 09:37 AM,
Defect,3 - Medium,PLAT-22882,22503706,"ORA-12899: value too large for column ""AML"".""CDD_CUSTOMER_PROCESSING_BAD"".""REASON"" (actual: 16549, maximum: 4000) - SRV-52000'",Pnolan,azaruddinchehassan,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Batch Bridge,CDD,,,,4.8,22/Nov/2019 07:44 AM,
Defect,3 - Medium,PLAT-22883,22503737,CLONE - WLM Processing batch process stuck in 'In Progress' state intermittently,AManayangath,eugene.yeohock,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Batch Bridge,,,,,7.6.0.10,22/Nov/2019 10:29 AM,
Defect,3 - Medium,PLAT-22884,22503739,CLONE - 759: Unable to Extract Alerts on TM UI,Pnolan,katipallyvasantha.kumari,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,7.6.0.10,22/Nov/2019 11:02 AM,
Defect,3 - Medium,PLAT-22887,22504021,[MSHAS-8] - NRHST-11 bug fix implementation,Pnolan,ijsbrandhoek,Assigned,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,Other,,,,,P&C 3.1.14.6,25/Nov/2019 03:20 PM,
Defect,3 - Medium,PLAT-22889,22504134,Expired session causes java.lang.NullPointerException,Pnolan,jerzy.wobalis,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.6.0.4,26/Nov/2019 01:44 PM,
Defect,3 - Medium,PLAT-22891,22504186,CLONE - SSO Integration Screen Issues,Pnolan,ramyanisharamanan,New,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.0.1.4,27/Nov/2019 08:54 AM,
Defect,3 - Medium,PLAT-22892,22504289,Swift Alerted Transaction Release/Blok Response Process Earlier Than Hit/No Hit Response In FLTS,AManayangath,waichungkhoo,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Other,Watchlist Manager,,,,7.6.0.5,28/Nov/2019 04:47 AM,
Defect,3 - Medium,PLAT-22903,22505467,WLM Standard List Audit Log Overwritten,AManayangath,WKhuan,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,4.6.0.1,06/Dec/2019 05:17 AM,
Defect,3 - Medium,PLAT-22908,22505719,Unable to access scroll bar to view the DJ list details towards the right.,AManayangath,manojsamikannu,New,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.0.1.5,10/Dec/2019 05:51 AM,
Defect,3 - Medium,PLAT-22914,22505951,Alerts not generated against new SWIFT_RETRO datasource and checks,AManayangath,KVatsa,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.1,12/Dec/2019 04:50 AM,
Defect,3 - Medium,PLAT-22915,22506009,Orgunit not taken into consideration in WLM check exception,AManayangath,arturkurnicki,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,3.3.0,12/Dec/2019 02:32 PM,
Defect,3 - Medium,PLAT-22916,22506020,Opening a lock on a Manual Alert creates entries in the ENTITY_LOCK table for multiple entities,Pnolan,nbird,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.5.0.12,12/Dec/2019 04:30 PM,
Defect,3 - Medium,PLAT-22923,22506684,CLONE - WLM PAT - TDW QA users are not able to assign the alert to other users,Pnolan,josephwilliams,Reopened,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.7.0.7,19/Dec/2019 02:25 PM,
Defect,3 - Medium,PLAT-22931,22507242,WC Data Encoding Format,AManayangath,WKhuan,New,8.1,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,4.6.0.1,07/Jan/2020 05:24 AM,
Defect,3 - Medium,PLAT-22935,22507636,Missing data when user is navigating back from a workflow screen,CBandara,MIshaq,New,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.5.0.11,08/Jan/2020 04:18 PM,
Defect,3 - Medium,PLAT-22945,22508012,CLONE - MVP 3: The title of New Alerts Level 1 sometimes disappears when navigating between the pool My active alerts and New alerts level 1,NSingh1,pietercox,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.6,7.7,8.0,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.6.0.4,13/Jan/2020 05:01 PM,
Defect,3 - Medium,PLAT-22950,22508276,Export Base Platform and all the related user information is not available in the exported xml config.,chirag.jain,chirag.jain,New,8.1,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.1.0-a1391,15/Jan/2020 07:33 AM,
Defect,3 - Medium,PLAT-22952,22508541,Housekeeping queries are not performant,TMurphy,jamescole,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Batch Bridge,,,,,7.6.0.11,17/Jan/2020 09:40 AM,
Defect,3 - Medium,PLAT-22966,22509292,Character Shifting along with filtering.watchlist.matching.fuzzy.extended parameter working for Fuzzy Wide but not for Fuzzy Match Algorithm,AManayangath,chirag.jain,New,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.1.0-a1391,23/Jan/2020 04:31 AM,
Defect,3 - Medium,PLAT-22967,22509308,Fuzzy Wide Algo unable to catch some names with filtering.watchlist.matching.fuzzy.extended set to true,AManayangath,chirag.jain,New,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.1.0-a1391,23/Jan/2020 09:21 AM,
Defect,3 - Medium,PLAT-22979,22510069,Error during import EIM.lst ,azaruddinchehassan,azaruddinchehassan,New,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.1.0-a1391,31/Jan/2020 08:16 AM,
Defect,3 - Medium,PLAT-22980,22510266,[CIMBS-601] DB reached 100% CUP utilization around 5:30 AM - 6 AM daily,Vikki,Vikki,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.6.0.5 ,03/Feb/2020 06:50 AM,
Defect,3 - Medium,PLAT-22982,22510366,CLONE - java.lang.NumberFormatException: For input string on list filter condition value,AManayangath,niravpota,New,,,,,,,,,,,,,,,,,,,,,,,7.7,8.0,8.1,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.7.0.4,04/Feb/2020 02:19 AM,
Defect,3 - Medium,PLAT-22985,22510490,CLONE - Refresh on screen executes update actions & creates duplicate entry,Pnolan,harika.kurada,New,,,,,,,,,,,,,,,,,,,,,,,7.4,8.0,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,"7.4.0.14, 8.0.1.5",05/Feb/2020 02:33 AM,
Defect,3 - Medium,PLAT-22995,22511326,Postgres specific issues when retrieving Clob datatypes,AManayangath,ukgarlapati,New,8.1,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.0.1.7,11/Feb/2020 11:27 PM,
Defect,3 - Medium,PLAT-23000,22511811,Worldcheck record is not updated,AManayangath,henisepteni,New,,,,,,,,,,,,,,,,,,,,,,,6.5.2,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.5.2.3,14/Feb/2020 02:53 AM,
Defect,3 - Medium,PLAT-23004,22511985,CLONE - Export Filtering-Config Error null pointer exception,AManayangath,niravpota,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.7.0.7,17/Feb/2020 01:27 PM,
Defect,3 - Medium,PLAT-23005,22512072,Interactive Filtering values persists after log off,Pnolan,dawid.majkowski,New,8.0.1,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.0.1.4,17/Feb/2020 04:28 PM,
Defect,3 - Medium,PLAT-23009,22512509,Unable to update the Low and High Scores values in Risk Model Manager CDD,EBaggott,vysakhsomaraj,New,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,CDD,,,,,8.0.1.8,20/Feb/2020 04:38 AM,
Defect,3 - Medium,PLAT-23015,22512873,Import workflow configuration with mapping application doesn't work for junctions or workflow_action_functions.,Pnolan,MvanLaere1,New,,,,,,,,,,,,,,,,,,,,,,,7.7,8.0,8.1,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,7.7.0.10,24/Feb/2020 12:15 PM,
Defect,3 - Medium,PLAT-23019,22513244,Postrges Database Installation in V8.1,EFitzgerald,ukgarlapati,New,8.1,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.1.0.2,27/Feb/2020 02:05 AM,
Defect,3 - Medium,PLAT-23025,22513839,CLONE - AML 7.7: Display and highlighting issue in Parsed Fileds section on WLM RT Alert Details Page ,AManayangath,JKerkhofs,New,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.7.0.10,03/Mar/2020 02:05 PM,
Defect,3 - Medium,PLAT-23026,22514117,8.1.0.2 installation issues in POSTGRES SQL,EFitzgerald,ukgarlapati,New,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.1.0.2,04/Mar/2020 04:10 AM,
Defect,3 - Medium,PLAT-23028,22514131,[RHB-291] - WARN Alert Purgatory limit of 100000 Alerts reached,alvin.estanislao,alvin.estanislao,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.6.0.10,04/Mar/2020 07:57 AM,
Defect,3 - Medium,PLAT-23034,22514923,Input Name is being displayed incorrectly in WLM Alerts and stored in DB ALert_Reasons table,AManayangath,chirag.jain,New,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.1.0-a1391,11/Mar/2020 09:22 AM,
